User_ID,App,Daily_Minutes_Spent,Posts_Per_Day,Likes_Per_Day,Follows_Per_Day,Cluster,PCA1,PCA2,Engagement_Score,User_Type
U_69,TikTok,474,8,112,7,2,0.3447930314463403,-0.6885971487534729,49.300000000000004,Average User
U_70,Instagram,36,20,134,43,1,-0.6042413876170506,2.119959662727338,72.5,Average User
U_71,Twitter,461,20,156,6,2,-0.23530053118399208,1.2407032461534018,70.2,High Engager
U_72,Pinterest,178,18,135,5,3,-1.5489164376026323,0.8759134842135485,60.9,Average User
U_73,Snapchat,361,18,190,48,2,1.135918532048644,2.2743670495292725,95.80000000000001,High Engager
U_74,Pinterest,24,15,31,3,3,-2.057066829870722,-0.2776853552995963,17.799999999999997,Average User
U_75,Snapchat,149,4,153,15,3,-0.8522635540611243,-0.6512013261238931,66.9,Passive Consumer
U_76,Snapchat,250,11,200,13,2,-0.7737474195121843,0.559509255818762,87.2,Average User
U_77,Instagram,251,19,67,47,1,0.8067433429859331,1.5432933033294616,46.6,Average User
U_78,TikTok,153,7,107,4,3,-1.3109274119243854,-0.8414543479510291,46.10000000000001,Average User
U_79,Instagram,394,17,23,7,0,-0.11901135396298093,-0.07039864120334531,16.400000000000002,Active Poster
U_80,LinkedIn,344,1,125,10,2,0.031837598233824586,-1.4395209342436053,53.3,Average User
U_81,Instagram,454,10,112,39,2,1.613852592756961,0.3792078932771056,59.5,Average User
U_82,Instagram,59,8,96,9,3,-1.55146959093465,-0.6326762793606306,43.50000000000001,Average User
U_83,Instagram,289,19,15,33,0,0.48639745212262175,0.8172085839206411,21.6,Active Poster
U_84,Facebook,497,4,17,19,0,1.3343233802916254,-1.6207327987107132,13.7,Low Engager
U_85,Twitter,450,18,142,44,2,1.5012730722520427,1.8085365893949352,75.4,Average User
U_86,Twitter,74,20,197,12,3,-1.9474473497203928,1.792520119236513,88.4,High Engager
U_87,Facebook,492,17,116,45,2,1.8411930115910138,1.49966450122721,65.0,Average User
U_88,Snapchat,156,18,3,14,3,-0.951320487201663,0.16546688216940586,10.8,Active Poster
U_89,Twitter,335,10,33,25,0,0.5904467249208097,-0.4933525617741234,23.700000000000003,Average User
U_90,Pinterest,114,11,60,39,1,0.0455203773036425,0.24446159584926627,39.0,Average User
U_91,Snapchat,31,8,143,21,3,-1.2601871001386895,0.005627634952582009,65.9,Average User
U_92,Pinterest,316,12,117,2,3,-0.7834891161093689,-0.1847476724850819,51.00000000000001,Average User
U_93,TikTok,189,19,111,25,1,-0.5784049613439197,1.3316791076196155,57.60000000000001,Average User
U_94,Snapchat,106,20,144,42,1,-0.3307318314057603,2.146111561289705,76.2,High Engager
U_95,Pinterest,227,3,53,13,3,-0.3009224916712969,-1.5707777860302472,26.0,Average User
U_96,Pinterest,267,17,192,35,2,0.12391990631185314,1.858839071815655,92.4,High Engager
U_97,Twitter,36,13,132,16,3,-1.5883670615382912,0.4848395412430924,61.5,Average User
U_98,Snapchat,9,14,117,48,1,-0.2880542972306667,1.3115580088800467,65.4,Average User
U_99,Pinterest,122,1,146,40,1,0.24092099247063456,-0.48596416107293866,70.7,Passive Consumer
U_100,Instagram,479,16,61,6,0,0.19422790032335902,0.014096052201298438,31.000000000000004,Average User
U_101,LinkedIn,82,13,137,8,3,-1.732783153653947,0.30977313450807165,61.1,Average User
U_102,Pinterest,17,18,133,11,3,-2.061049742544712,1.0563565652066156,61.9,Average User
U_103,Pinterest,413,19,123,9,2,-0.22860060483990832,0.9574770872503314,57.60000000000001,Average User
U_104,Twitter,159,16,80,10,3,-1.230192429753536,0.34069427179593653,39.8,Average User
U_105,TikTok,148,1,124,13,3,-0.7870540381148704,-1.3157930193936302,53.8,Average User
U_106,Instagram,485,5,193,18,2,0.7961908283749985,-0.25377923778301403,84.10000000000001,Average User
U_107,LinkedIn,61,9,41,24,3,-0.7768205832020999,-0.5180693997460215,26.3,Average User
U_108,Pinterest,325,6,6,41,0,1.4415872515535375,-0.8336653428167269,16.5,Average User
U_109,Snapchat,391,0,117,17,2,0.622612744790752,-1.4738683653555265,51.900000000000006,Average User
U_110,Snapchat,441,14,178,4,2,-0.2870021079301565,0.5350136661122865,76.60000000000001,Average User
U_111,Instagram,405,13,108,21,2,0.4880354343582062,0.3304085425539299,53.4,Average User
U_112,LinkedIn,175,18,167,40,1,-0.07473229965772013,1.96747039691472,84.2,High Engager
U_113,TikTok,419,6,94,35,0,1.4297768088991591,-0.38304875414117723,49.9,Average User
U_114,Facebook,498,18,199,50,2,1.8721206143339513,2.3479509628987123,100.00000000000001,High Engager
U_115,LinkedIn,457,16,124,29,2,0.9690127206138239,1.0357115812255295,63.099999999999994,Average User
U_116,Pinterest,42,16,96,19,3,-1.4353350275820516,0.7103676600562564,48.900000000000006,Average User
U_117,Snapchat,280,9,154,8,2,-0.6832775641342896,-0.1725194134464752,66.7,Average User
U_118,Instagram,10,18,99,30,1,-1.16900390666029,1.285126008696139,54.0,Average User
U_119,Facebook,256,1,32,11,3,-0.13881643336786137,-2.0507384431955398,16.400000000000002,Low Engager
U_120,Snapchat,41,1,101,30,1,-0.49683149460868414,-1.0291032093874863,49.7,Average User
U_121,Snapchat,319,20,5,45,0,1.1602593043103573,1.1697475251597025,21.5,Active Poster
U_122,Instagram,50,8,168,12,3,-1.626729224967175,-0.04402835892360067,73.2,Average User
U_123,LinkedIn,129,1,1,31,1,0.20622458739733163,-1.741161323953938,9.999999999999998,Low Engager
U_124,TikTok,40,17,152,44,1,-0.4886701421899418,1.8621571066622082,79.10000000000001,High Engager
U_125,Twitter,436,19,29,28,0,0.9473939065765417,0.7508298055073405,25.700000000000003,Active Poster
U_126,Pinterest,275,18,4,27,0,0.20653742579013193,0.45863926540987965,15.1,Active Poster
U_127,Facebook,464,5,17,22,0,1.2765018258234921,-1.4007402187630364,14.9,Average User
U_128,LinkedIn,368,2,16,33,0,1.3947671623091864,-1.5180572573479283,16.9,Low Engager
U_129,Facebook,20,9,11,16,3,-1.2648225523848082,-0.9168136051183235,11.899999999999999,Average User
U_130,Twitter,137,4,35,1,3,-1.2647202192577798,-1.8321662695106815,15.5,Low Engager
U_131,Pinterest,78,8,9,37,1,-0.009310997222750571,-0.566438366626866,17.1,Average User
U_132,Pinterest,382,6,48,33,0,1.2658213119021426,-0.7487826741295893,30.900000000000006,Average User
U_133,Facebook,49,15,11,49,1,0.16395281350471635,0.7071920652667517,23.6,Average User
U_134,Twitter,396,20,143,8,2,-0.4329209177918376,1.2164253363512925,65.60000000000001,High Engager
U_135,Snapchat,218,17,157,33,2,-0.12376698115785133,1.5748171915683327,77.80000000000001,High Engager
U_136,Facebook,39,18,43,44,1,-0.2742021332556966,1.2236893424561772,35.8,Active Poster
U_137,Instagram,145,14,25,17,3,-0.7978308374174663,-0.14665509361940893,19.299999999999997,Average User
U_138,Pinterest,295,2,167,42,2,1.0940732540778386,-0.20104221775089132,79.99999999999999,Passive Consumer
U_139,Instagram,277,15,67,35,0,0.521497541022697,0.6940734223393153,41.8,Average User
U_140,TikTok,297,18,123,7,2,-0.8522112110067706,0.80536935041025,56.7,Average User
U_141,Snapchat,253,18,50,43,1,0.7078993173604704,1.1867313714637109,38.3,Average User
U_142,Pinterest,332,10,50,39,0,1.1617058558865396,-0.026337655471154013,34.7,Average User
U_143,Facebook,173,17,43,44,1,0.4096960229867132,1.0483773252019712,35.5,Active Poster
U_144,Twitter,384,10,7,26,0,0.933553553270612,-0.6678165182619739,13.600000000000001,Average User
U_145,Instagram,481,4,94,17,0,0.9902909440808482,-1.1177955565106448,43.900000000000006,Average User
U_146,Snapchat,288,15,152,0,2,-1.1823357659164742,0.43228757497138265,65.30000000000001,Average User
U_147,Snapchat,447,2,171,25,2,1.066757288365944,-0.6359124867607266,76.5,Passive Consumer
U_148,LinkedIn,231,6,9,30,0,0.48564177018042004,-1.0563222639162793,14.4,Average User
U_149,Snapchat,78,17,194,19,2,-1.5158413757717393,1.5333287615676923,88.4,High Engager
U_150,Instagram,346,3,64,35,0,1.2357032595478061,-0.9845449136872703,37.0,Average User
U_151,Twitter,417,20,55,6,0,-0.217813429332251,0.5351660649678498,29.8,Average User
U_152,Pinterest,34,19,119,39,1,-0.7271691998436495,1.7787819171404229,65.0,Average User
U_153,Facebook,479,17,68,0,0,-0.12058645839686993,0.052357128306785475,32.300000000000004,Average User
U_154,Pinterest,134,9,128,30,1,-0.35302963555195277,0.2274493972039895,62.900000000000006,Average User
U_155,TikTok,246,14,81,41,1,0.6370345198479114,0.814155218889845,48.9,Average User
U_156,Pinterest,105,4,144,5,3,-1.4923733493750622,-0.9490457556577141,60.300000000000004,Passive Consumer
U_157,LinkedIn,418,12,126,8,2,-0.03929432610114876,-0.002369633544833112,56.400000000000006,Average User
U_158,LinkedIn,296,1,154,49,2,1.4721730264696533,-0.25760459972186894,76.6,Passive Consumer
U_159,LinkedIn,384,12,71,17,0,0.3230338289926608,-0.16171904790739003,37.1,Average User
U_160,LinkedIn,426,2,14,47,0,2.3068999684029086,-1.2038643857166593,20.3,Low Engager
U_161,LinkedIn,191,12,75,44,1,0.5785553915670617,0.5885421251916482,46.8,Average User
U_162,Facebook,369,6,94,13,0,0.20412809745923022,-0.9110675635623612,43.3,Average User
U_163,Twitter,389,1,200,11,2,0.12355603273078221,-0.8945229825418756,83.6,Passive Consumer
U_164,Twitter,489,0,115,33,2,1.8189361607889192,-1.121959093495761,55.9,Average User
U_165,Pinterest,371,7,35,20,0,0.6308696634464348,-1.0221896262654957,22.1,Average User
U_166,Instagram,50,20,95,42,1,-0.491112371514788,1.8138741632628228,56.6,Average User
U_167,Facebook,492,3,182,6,2,0.3817677336550786,-0.9028404635882245,75.5,Passive Consumer
U_168,Instagram,444,15,193,27,2,0.6888908802966237,1.3444445375058849,89.8,Average User
U_169,TikTok,145,10,155,47,1,0.36647622802483426,0.9719412167390247,79.1,Average User
U_170,Snapchat,377,1,130,18,2,0.5382561720960733,-1.2162533455602138,57.699999999999996,Average User
U_171,LinkedIn,299,11,67,9,3,-0.4081501012653091,-0.4992284405234637,32.800000000000004,Average User
U_172,TikTok,477,19,101,6,2,-0.0001293804155680758,0.7084685595003503,47.900000000000006,Average User
U_173,Twitter,493,12,182,41,2,1.6706023975628288,1.1879247667182726,88.69999999999999,Average User
U_174,LinkedIn,33,2,22,50,1,0.5073743909283185,-0.9589800048260717,24.4,Low Engager
U_175,Instagram,180,20,30,4,3,-1.4045737718115,0.3768016606288015,19.2,Active Poster
U_176,Snapchat,268,15,91,28,0,0.11008186856428247,0.6947486290997515,49.3,Average User
U_177,LinkedIn,220,14,196,6,2,-1.3159778836911125,0.7764599006816818,84.4,Average User
U_178,Instagram,391,1,141,13,2,0.3580391483651695,-1.2653847147759376,60.6,Average User
U_179,Instagram,90,10,90,9,3,-1.4484797351927965,-0.4114630672336404,41.7,Average User
U_180,TikTok,219,13,106,39,1,0.3897157392533708,0.8140261219193775,58.0,Average User
U_181,Instagram,161,16,92,11,3,-1.203362182907995,0.45011699870769445,44.9,Average User
U_182,TikTok,107,18,50,20,3,-1.0301884113667612,0.6619018463513225,31.4,Average User
U_183,Twitter,370,20,188,10,2,-0.5736648604124135,1.5933235643515742,84.2,High Engager
U_184,TikTok,25,8,48,37,1,-0.35712124636100523,-0.2736991961708377,32.7,Average User
U_185,TikTok,193,4,20,47,1,1.0958806445324265,-0.8207224208965183,23.299999999999997,Low Engager
U_186,TikTok,413,0,140,46,2,1.9714659278136968,-0.6015319984594267,69.8,Average User
U_187,TikTok,425,15,129,20,2,0.430794311783942,0.7221738651381652,62.1,Average User
U_188,Snapchat,89,1,5,14,3,-0.7566965463189765,-2.120332684947663,6.5,Low Engager
U_189,Facebook,97,6,86,43,1,0.2361484904100377,-0.14925085567574778,49.099999999999994,Average User
U_190,TikTok,175,4,147,12,3,-0.8457002839460145,-0.7753957727676868,63.60000000000001,Passive Consumer
U_191,LinkedIn,26,2,47,16,3,-1.1017750991948323,-1.617597680723231,24.200000000000003,Average User
U_192,Twitter,272,7,1,28,0,0.5836039235260192,-1.037992989376776,10.9,Average User
U_193,Twitter,21,15,180,37,1,-0.8961518428720155,1.6213032408695587,87.6,Average User
U_194,Facebook,28,2,95,23,3,-0.889782473457518,-1.1041856731029172,45.5,Average User
U_195,LinkedIn,255,18,137,17,2,-0.6426545945307545,1.1637217300642033,65.3,Average User
U_196,TikTok,459,13,165,14,2,0.30784700523400393,0.5475001190918278,74.10000000000001,Average User
U_197,Twitter,80,18,6,3,3,-1.8195529840743667,-0.06241181155665707,8.7,Active Poster
U_198,Facebook,230,12,162,41,2,0.4349383578172297,1.1219827431428417,80.69999999999999,Average User
U_199,LinkedIn,27,6,77,26,1,-0.8431128710668366,-0.6121739126438713,40.4,Average User
U_200,Facebook,141,0,165,13,3,-0.8843771786137826,-1.158613407655924,69.9,Passive Consumer
U_201,Twitter,284,16,9,35,0,0.6578527857971551,0.415991575526027,18.9,Average User
U_202,Twitter,149,3,169,1,3,-1.482986002121496,-1.0190921840534914,68.80000000000001,Passive Consumer
U_203,Pinterest,10,6,63,7,3,-1.7419010585267398,-1.1753520093153778,29.100000000000005,Average User
U_204,LinkedIn,487,19,25,21,0,0.8926430208674642,0.5349660104470773,22.0,Active Poster
U_205,TikTok,231,14,50,42,1,0.6797529895321874,0.6226980841694485,36.8,Average User
U_206,Facebook,245,5,107,41,1,0.8507788614382755,-0.22859477123873218,56.6,Average User
U_207,Pinterest,58,12,58,27,1,-0.7893333665904155,0.08700010296897813,34.900000000000006,Average User
U_208,Instagram,436,1,8,16,0,1.0165997252742915,-2.150340829306343,8.3,Low Engager
U_209,LinkedIn,23,3,62,8,3,-1.538849204306167,-1.5708914791311785,28.099999999999998,Average User
U_210,TikTok,250,1,100,50,1,1.4166383861485632,-0.60364229374658,55.3,Average User
U_211,Snapchat,169,20,14,8,3,-1.2428943199463451,0.36484308380293073,14.000000000000002,Active Poster
U_212,Pinterest,150,8,86,32,1,-0.05843369795345977,-0.1630102996986268,46.4,Average User
U_213,LinkedIn,210,3,25,20,0,-0.007019327844724257,-1.5923580170538345,16.9,Low Engager
U_214,LinkedIn,213,9,87,43,1,0.7063427917275262,0.23352608001598876,50.400000000000006,Average User
U_215,Twitter,492,2,83,42,0,2.2469076552429073,-0.8555908973602497,46.400000000000006,Average User
U_216,Twitter,299,19,12,34,0,0.5866513396428479,0.8176320802846448,20.7,Active Poster
U_217,Snapchat,491,0,124,21,2,1.2723807933297788,-1.3544542612171289,55.9,Average User
U_218,TikTok,410,5,182,48,2,1.7950691256485678,0.42955238114848626,88.69999999999999,Average User
U_219,Instagram,211,15,18,38,1,0.44629686493539417,0.4387175182027186,23.1,Average User
U_220,Twitter,406,4,178,43,2,1.592502925497748,0.1425255208108949,85.30000000000001,Passive Consumer
U_221,Snapchat,418,12,78,38,0,1.4100069668768032,0.3960644407489596,46.2,Average User
U_222,Twitter,143,0,12,13,3,-0.5233423529671577,-2.2473137202946663,8.700000000000001,Low Engager
U_223,Facebook,461,11,141,7,2,0.12208943876290543,-0.06926441617274719,61.800000000000004,Average User
U_224,Twitter,81,8,9,15,3,-0.9766936987447946,-1.1098323954483302,10.5,Average User
U_225,TikTok,143,2,141,14,3,-0.8367381430947648,-1.0323413011879063,61.20000000000001,Average User
U_226,Instagram,296,16,194,15,2,-0.6011616916677827,1.2350077932593995,86.9,Average User
U_227,Instagram,222,13,14,42,1,0.7494764341734464,0.23284188693507693,22.1,Average User
U_228,Facebook,170,17,4,28,0,-0.2295615011045226,0.3773209543958208,15.1,Active Poster
U_229,Instagram,29,20,172,31,1,-1.2612374252082115,2.0963203705658073,84.1,High Engager
U_230,Twitter,234,11,120,37,1,0.4032403727048706,0.5870432097956744,62.4,Average User
U_231,Snapchat,201,13,173,50,1,0.6391711099206859,1.567006805359157,88.10000000000001,Average User
U_232,Instagram,403,8,128,3,2,-0.21646779425403312,-0.652850496629055,54.5,Average User
U_233,Instagram,132,12,149,22,3,-0.8608542660283912,0.5894145194715485,69.8,Average User
U_234,TikTok,218,0,107,5,3,-0.7330836332124875,-1.790722326645459,44.300000000000004,Average User
U_235,Snapchat,434,10,87,47,0,1.930885340716994,0.40449381593327915,51.900000000000006,Average User
U_236,Instagram,166,15,123,33,1,-0.23724840679596215,1.0752202002689402,63.6,Average User
U_237,Snapchat,336,8,167,40,2,1.0190487779892774,0.5563763314090888,81.2,Average User
U_238,Twitter,99,8,42,41,1,0.19579834875088012,-0.23919718192384132,31.5,Average User
U_239,LinkedIn,155,19,169,31,1,-0.6094347992310851,1.9019934526028563,82.60000000000001,High Engager
U_240,Instagram,53,2,82,33,1,-0.291746471282526,-0.9572910884435009,43.300000000000004,Average User
U_241,Pinterest,11,12,190,7,3,-2.2141631903790278,0.5462016333895542,81.69999999999999,Average User
U_242,Pinterest,324,8,151,49,2,1.399037452696556,0.6680087015587669,77.5,Average User
U_243,Pinterest,251,15,125,23,2,-0.2740045473293468,0.8181839249018777,61.4,Average User
U_244,TikTok,16,9,102,48,1,-0.06488501977602305,0.5206547716383995,57.900000000000006,Average User
U_245,Pinterest,7,13,138,27,1,-1.2524576961227019,0.8071856409187149,67.2,Average User
U_246,Twitter,34,17,93,28,1,-1.0966263743541336,1.049733107675477,50.7,Average User
U_247,Facebook,496,0,121,24,2,1.4375428295034152,-1.3032599330583525,55.60000000000001,Average User
U_248,Instagram,400,1,101,50,0,2.1452839175181553,-0.6400451694532494,55.7,Average User
U_249,Pinterest,403,10,105,3,2,-0.22550708532067937,-0.5435464667208794,45.9,Average User
U_250,LinkedIn,266,2,68,18,3,0.1087880985699082,-1.4885511565456009,33.2,Average User
U_251,Facebook,420,16,50,14,0,0.2890717626585166,0.1502623620810769,29.0,Average User
U_252,Facebook,249,19,158,35,2,0.052423698217204946,1.8951340163602584,79.4,High Engager
U_253,TikTok,423,13,115,45,2,1.6309507747639356,0.9668141159760677,63.4,Average User
U_254,LinkedIn,118,12,45,30,1,-0.33319937199362504,0.05112005295980671,30.6,Average User
U_255,Instagram,388,2,153,37,2,1.3562189267784748,-0.45088877135032546,72.9,Passive Consumer
U_256,Twitter,20,0,76,26,3,-0.6893851735804971,-1.435888045677807,38.2,Average User
U_257,TikTok,118,20,193,25,2,-1.1435801748110435,2.071890407516197,90.7,High Engager
U_258,Pinterest,417,14,79,16,0,0.35898905274215226,0.1338203440946719,40.6,Average User
U_259,LinkedIn,83,12,78,16,3,-1.2044306658196768,-0.04927630208581041,39.6,Average User
U_260,Twitter,470,6,33,49,0,2.4432633718068697,-0.48642706782923456,29.7,Average User
U_261,Snapchat,171,3,100,10,3,-0.8156289204857539,-1.2942536597869132,43.9,Average User
U_262,TikTok,436,0,29,8,0,0.6422158462552179,-2.3347111881358007,14.000000000000002,Low Engager
U_263,Instagram,327,20,180,18,2,-0.40774191914512187,1.7461839871060936,83.4,High Engager
U_264,Snapchat,141,0,22,3,3,-1.002412634323387,-2.4222162585195957,9.700000000000001,Low Engager
U_265,Pinterest,290,17,189,26,2,-0.158842272435249,1.608889590956805,88.5,High Engager
U_266,Pinterest,69,13,123,0,3,-2.121078800644369,0.01669651061141926,53.1,Average User
U_267,Pinterest,253,12,151,39,2,0.482999261136645,0.9877592807314766,75.7,Average User
U_268,Facebook,133,3,63,3,3,-1.2283035826963078,-1.7189912641641236,27.0,Average User
U_269,Twitter,118,0,35,32,1,0.15011814878707952,-1.6079444218663863,23.6,Low Engager
U_270,Facebook,156,17,55,24,1,-0.5934247572385327,0.6454483595350372,34.3,Average User
U_271,Snapchat,14,12,11,29,1,-0.8065577293966867,-0.18517434504855784,16.7,Average User
U_272,TikTok,195,9,141,47,1,0.6731912091392922,0.7214309252090345,73.2,Average User
U_273,Facebook,345,13,8,37,0,1.1394423653039274,0.031187548405458138,18.2,Average User
U_274,LinkedIn,419,0,103,2,3,0.12165275172226721,-1.95146021479627,41.800000000000004,Average User
U_275,Twitter,126,15,78,28,1,-0.5520280405321917,0.6434879628014172,44.1,Average User
U_276,Snapchat,219,10,188,15,2,-0.7770600143471074,0.396041072868421,82.7,Average User
U_277,Pinterest,105,10,95,12,3,-1.2529563122564418,-0.30627455442003704,44.6,Average User
U_278,Pinterest,290,7,183,49,2,1.190808890651724,0.7690139066079892,90.0,Average User
U_279,Instagram,397,16,169,44,2,1.2428623288653817,1.7430553636107065,85.60000000000001,Average User
U_280,LinkedIn,300,15,6,50,0,1.4431781168815268,0.6234780357695341,21.9,Average User
U_281,Facebook,34,18,161,30,1,-1.1944056409587878,1.719101208410955,78.80000000000001,High Engager
U_282,Facebook,161,8,192,7,3,-1.3641188008526388,-0.028844630274714216,81.30000000000001,Average User
U_283,Instagram,7,12,189,43,1,-0.6244473603151396,1.4280162402989878,92.10000000000001,Average User
U_284,Facebook,91,1,129,20,3,-0.7638368200397865,-1.0910767372769468,57.9,Average User
U_285,LinkedIn,86,17,56,6,3,-1.7402826133390594,0.22898409467682018,29.3,Average User
U_286,Instagram,398,20,56,18,0,0.22294183587127578,0.8437118686456432,33.800000000000004,Average User
